サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
和泉荘,0,1,対象：男女,90,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
白川郷の湯,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
尾島温泉 利根の湯,1,2,対象：男女,91,28,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
布施温泉,5,6,対象：男女,102,16,101,25,ng,ng,ng,ok,ok,ng,ng,ok,ok,ok,ok,ng
佐久一萬里温泉ホテルゴールデンセンチュリー,2,4,対象：男女,102,19,86,19,ng,ng,ng,ng,ok,ng,ng,ng,ng,ok,ok,ng
穂高荘 山月,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
安曇野みさと温泉 ファインビュー室山,1,5,対象：男女,96,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
筑西市役所 あけの元気館,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
美ヶ原温泉 ホテル翔峰,0,1,男性専用,78,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
山中温泉河鹿荘ロイヤルホテル,0,0,対象：男女,?,?,-,20,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
湯快リゾート 山中温泉 よしのや依緑園,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
すぱーふる,1,1,対象：男女,85,15,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
なかだ屋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
山中温泉ゆけむり健康村ゆーゆー館,0,1,対象：男女,90,12,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
New マルヤホテル別館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
天然温泉梓の湯ドーミーイン松本,4,4,対象：男女,86,26,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
美松,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ホテル八木,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
セントピアあわら,0,2,男性専用,97,12,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
やさと温泉 ゆりの郷,7,5,対象：男女,102,25,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
あわらグランドホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
まつや千千,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
あわら温泉 グランディア芳泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
三国観光ホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
三国温泉ゆあぽーと,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
野木町健康センター・ゆーらんど,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
鮎川温泉 金井の湯,16,14,対象：男女,92,16,-,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
筑波山ホテル青木屋,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
こだま温泉,4,7,対象：男女,102,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
筑波山温泉 つくば湯,1,3,対象：男女,94,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ビアスパークしもつま,1,2,対象：男女,90,-,90,-,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
春日温泉 かすがの森,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
岡田旅館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
平湯温泉 中村館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ひらゆの森,9,11,対象：男女,75,17,90,11,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
八千代グリーンビレッジ憩遊館,1,1,女性専用,?,?,90,-,-,-,-,-,-,ng,ng,ng,ok,ok,-,-
桜山温泉 絹の里別邸,2,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
筑波東急ゴルフクラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ジョイフル朴の木,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
白峰温泉総湯,1,3,対象：男女,80,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
おふろcafé bivouac,44,118,対象：男女,82,16,70,17,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
ひだまりの湯,2,5,対象：男女,94,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
花湯の森,10,25,対象：男女,91,23,92,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
白船グランドホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ほっとパーク鉾田,0,1,男性専用,90,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
スカイランドきよみず,0,1,対象：男女,70,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
熊谷温泉 湯楽の里,6,67,対象：男女,86,18,80,14,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
羽生湯ったり苑(7月から極楽湯 羽生店),10,17,対象：男女,90,16,90,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
本陣平野屋花兆庵,0,0,男性専用,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
高山グリーンホテル,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ行田,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
千代田ラドン温泉センター,0,1,対象：男女,60,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
茂美の湯,9,38,対象：男女,88,16,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
すかっとランド九頭竜,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
ホテルアソシア高山リゾート,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
いなほの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
上野村温泉郷 やまびこ荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
白樺リゾート池の平ファミリーランド,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
白樺リゾート 池の平ホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
白樺湖温泉すずらんの湯,0,2,対象：男女,60,-,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
富士OGMゴルフクラブ出島コース,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
臥龍の郷,2,5,対象：-,90,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
松岡サウナ,5,1,男性専用,110,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ときの湯温泉 ヘリテイジリゾート,9,5,対象：男女,91,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
越のゆ 福井店,1,8,対象：男女,90,16.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
毒沢鉱泉 旅館 宮乃湯,1,2,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
百観音温泉,15,21,対象：男女,94,20,75,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
とっぷ・さんて大洋,0,3,対象：男女,92,19,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
満願の湯,0,10,対象：男女,94,22,90,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
道の駅 禅の里,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
ヴィラせせらぎ,0,1,対象：男女,90,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
スパ&フィットネス健美の湯,5,15,対象：男女,92,18,82,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
極楽湯 福井店,0,3,対象：男女,85,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
勝山温泉センター 水芭蕉,0,2,対象：男女,90,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
ホテルハーヴェストスキージャム勝山,0,0,対象：男女,?,?,90,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
極楽湯 幸手店,7,32,対象：男女,90,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
鹿山の湯,1,2,対象：男女,98,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
天神の湯,0,0,男性専用,80,30,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
いこいの村ヘリテイジ美の山,0,1,対象：男女,96,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
アパホテル〈福井片町〉,0,12,対象：男女,95,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
荒川湯,0,0,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
美肌の湯 ロマネット,26,64,対象：男女,89,16,84,17,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
福井マンテンホテル駅前,2,4,対象：男女,100,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
おがわ温泉花和楽の湯,31,27,対象：男女,89,29,85,25,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
蓼科グランドホテル滝の湯,1,3,男性専用,85,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
八峰の湯(ヤッホーの湯),24,51,対象：男女,73,15,70,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
なめがわ温泉 花和楽の湯,10,0,対象：男女,90,15,90,15,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ng,ng
小海リエックス・ホテル(星空の湯),0,5,対象：男女,77,-,82,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
上諏訪温泉 しんゆ,0,2,男性専用,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
テラス蓼科リゾート&スパ,0,2,対象：男女,86,24,92,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
やしろ湯,1,0,対象：男女,90,15,90,15,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
ゆけむり温泉ゆ〜遊,19,17,対象：男女,92,17,?,?,ok,ng,ng,ok,ng,ng,-,-,-,-,-,-
RAKO 華乃井ホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
諏訪レイクサイドホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
雅楽の湯,57,91,対象：男女,84,17.5,78,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
諏訪市福祉施設総合福祉センター 湯小路いきいき元気館,0,1,対象：男女,100,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
すわっこランド,2,1,対象：男女,105,20,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
米沢温泉塩壺の湯,0,1,対象：男女,45,30,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
【閉店】平成楼,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
北本天然温泉 美肌の湯,0,2,対象：男女,95,17,?,?,ok,ng,ng,ok,ok,ng,-,-,-,-,-,-
八ヶ岳海尻温泉 灯明の湯,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
唐沢鉱泉,3,2,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
和泉館,1,1,対象：男女,60,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
温浴施設うらら館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
富貴ゴルフ倶楽部【PGM】,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
滝見の湯,2,6,対象：男女,98,17,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
健康の森温泉生きがい交流センター,0,1,対象：男女,82,24,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
尖石温泉 縄文の湯,1,2,対象：男女,94,-,92,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
ホテル美やま,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
北本温泉 湯楽の里,5,11,対象：男女,96,18,80,18,ok,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
あっ宝んど,0,2,対象：男女,89,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
新木鉱泉,0,1,対象：男女,100,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
アクアランド茅野,0,2,対象：男女,96,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
河原温泉 河原の湯,1,1,対象：男女,98,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
さいたま梨花カントリークラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
武甲温泉,12,9,対象：男女,105,20,100,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
春日部温泉 湯楽の里,7,30,対象：男女,90,18,80,18,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
あそう温泉白帆の湯,1,14,対象：男女,98,20,92,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
コナミスポーツクラブ北上尾,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
極楽湯 上尾店,3,25,対象：男女,88,16.8,78,17.2,ng,ng,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
牧歌の里温泉 牧華,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
玉宮温泉望岳の湯,7,4,対象：男女,102,14,96,14,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
取手国際ゴルフ倶楽部,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯の道利久上尾店,0,6,対象：男女,100,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
もみの湯,5,9,対象：男女,85,18,92,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉 満天の湯,0,2,対象：男女,?,?,95,14,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
湯にいくセンター,1,5,対象：男女,92,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
花咲の湯,31,66,対象：男女,90,17,85,20,ok,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
ふたこえ温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コージュ高鷲,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
いこいの郷常総,2,8,対象：男女,90,20,90,20,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
遊湯館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
金沢温泉 金鶏の湯,0,1,対象：男女,96,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
かわだ温泉 ラポーゼ かわだ,3,5,男性専用,93,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ゆうパークおごせ,3,3,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
みのわ温泉 長田の湯,2,7,対象：男女,90,19,87,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
天然鷲ケ岳温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ 川越,1,1,男性専用,85,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
飛騨川温泉しみずの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
さいたま清河寺温泉,20,35,対象：男女,90,18,82,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
湯ったり館,2,2,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
美楽温泉 SPA - HERBS,41,55,対象：男女,80,17,80,17,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
野天風呂湯の郷,13,41,対象：男女,90,18.9,90,20,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
ホテルフレアール和泉,0,1,男性専用,92,13,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
越前温泉露天風呂漁火,1,2,対象：-,92,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
川越湯遊ランド ホテル三光,8,19,対象：男女,84,18,45,28,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
ホテル八峯苑 鹿の湯,0,4,対象：男女,92,20.5,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ゆ～とろん水神の湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
小さな旅  川越温泉,65,57,対象：男女,90,16,98,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
江戸川湯,1,1,対象：男女,65,25,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
鹿島セントラル 天然温泉美人の湯 ゆの華,7,57,対象：男女,98,17,88,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
甲斐大泉温泉パノラマの湯,14,16,対象：男女,90,17,82,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉 花鳥風月,3,10,対象：男女,90,18,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
越谷健美の湯,10,28,対象：男女,78,17.5,86,17.1,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
セントラルウェルネスクラブラフレさいたま,1,3,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
大泉高原 八ヶ岳ロイヤルホテル,0,1,男性専用,84,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ふれあい交流センター大芝の湯,7,24,対象：男女,98,17,98,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
セントラルウェルネスクラブ越谷,3,2,対象：男女,96,19,80,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
見沼ヘルシーランド,0,1,対象：男女,96,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
みはらしの湯,10,26,対象：男女,92,17,100,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
極楽湯 柏店,17,46,対象：男女,90,17,83,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
スパティオ小淵沢 延命の湯,45,60,対象：男女,82,14,94,13.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
よしかわ天然温泉ゆあみ,13,64,対象：-,95,19,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
白州塩沢温泉 フォッサマグナの湯,6,4,対象：男女,93,17,88,14,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
湯屋敷孝楽,36,102,対象：男女,90,14,85,15.5,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
コナミスポーツクラブ北浦和,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
さわらびの湯,4,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
越谷天然温泉美人の湯 ゆの華,8,38,対象：男女,75,20,90,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
美人の湯 しろとり,0,2,対象：男女,?,?,92,18,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
メガロスクロス柏24店,0,0,男性専用,90,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
しきぶ温泉湯楽里,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
東急スポーツオアシス浦和24Plus|ジム・プール,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
コナミスポーツクラブ狭山,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
メガロス浦和パルコ,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
健康ランド武蔵野,35,58,対象：男女,92,16,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
早稲田天然温泉 めぐみの湯,12,11,対象：男女,88,20,80,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
コナミスポーツクラブ武蔵浦和,0,0,対象：男女,88,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
湯快爽快『湯けむり横丁』みさと,9,21,対象：男女,80,18.7,-,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
湯パーク南柏,15,58,対象：男女,90,19,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
おふろの王様 志木店,6,20,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
河野シーサイド温泉ゆうばえ,0,0,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
湯の泉 草加健康センター,715,3675,対象：男女,96,13.7,88,14.8,ok,ng,ok,ok,ok,ok,ok,ng,ng,ok,ok,ok
ゆーぽーとはさき,4,1,対象：男女,95,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
岩盤房きらく,2,5,対象：男女,100,-,78,18,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
コナミスポーツクラブ北小金,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ニュー松の湯,10,24,対象：男女,87,21,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
たかねの湯,3,8,対象：男女,100,27,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
メガロスクロス草加24,0,20,対象：男女,90,20,90,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
小金バスランド,1,6,対象：男女,90,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
【閉店】サウナパラダイス,0,4,男性専用,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
【閉店】コナミスポーツ新座,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
リフレッシュプラザ柏,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大和の湯,25,6,対象：男女,102,19,100,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
朝霞市健康増進センター わくわくどーむ,1,1,対象：男女,84,24,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
テルメリゾートINA,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
天然戸田温泉彩香の湯,33,61,対象：男女,100,17,88,15,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
ひろいサウナ(広の湯),175,155,対象：男女,119,19,-,23,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
馬橋湯,0,3,対象：男女,-,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
戸田の湯,1,1,対象：男女,80,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
【閉店】湯乃市入間店,5,6,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
スパロイヤル川口,31,36,対象：男女,80,18,88,16.7,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉リゾート美人の湯 カーニバルヒルズ,0,2,対象：男女,96,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
花はす温泉 そまやま,0,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
小川屋,1,1,対象：男女,85,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
ホテル くさかべアルメリア,0,1,対象：男女,?,?,78,19,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
紗々羅,0,2,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
水明館,0,3,対象：男女,90,15,90,15,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
ORIENTAL RESORT ReSpa INZAI リスパ印西,11,5,男性専用,78,17,-,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
コナミスポーツクラブ 川口,0,0,対象：男女,90,20,90,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
尾白の湯,12,38,対象：男女,90,22,92,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
東急スポーツオアシス川口店,1,1,対象：-,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
コナミスポーツクラブ五香エグザス館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ふくの湯,38,17,対象：男女,100,18,90,25,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ng,-
真名井の湯 千葉ニュータウン店,12,15,対象：男女,89,16.7,93,16.8,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
かりんの湯,0,5,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
健康ランド須玉,0,1,対象：男女,80,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
平和湯ランド,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
弘法の湯,6,10,対象：男女,107,19.5,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
湯の森所沢,19,50,対象：男女,92,18,45,30,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
湯戯三昧・マツドヘルスランド,3,10,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
のめこい湯,2,7,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
にいざ温泉,16,55,対象：男女,90,21,85,18,ok,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng
湯処じんのび,4,11,対象：男女,65,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
コナミスポーツクラブ成増,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
HOTランドみどり湯,12,27,対象：男女,90,20,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
生涯青春の湯 つるつる温泉,4,13,対象：男女,110,28,110,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ハイジの村 クララ館,0,0,対象：男女,?,?,-,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
